id,title,type,episodes,status,score,rank,popularity,favorites,genres,image,genres_list,synopsis_clean
2046,Danball Senki,TV,44,Finished Airing,7.02,4437.0,6684,60,,https://cdn.myanimelist.net/images/anime/1937/94703l.jpg,[],"In 2046, a revolutionary 80% shock-absorbing reinforced cardboard has been developed, rapidly transforming the world's exports. The reinforced cardboard would soon become the battleground for a popular children's hobby called ""LBX"" (Little Battler eXperience). Four years later, a boy named Yamano Ban who loves to play with LBX (although without a mecha himself) is given a case containing the model AX-00 by a mysterious woman. He is told that he now holds the hopes and despairs of mankind in his hands."
2047,Hakushaku to Yousei Specials,Special,6,Finished Airing,6.39,7999.0,7244,9,"Adventure, Supernatural",https://cdn.myanimelist.net/images/anime/3/59963l.jpg,"['Adventure', 'Supernatural']","Chibi-Earl and Chibi-Fairy. Every special focuses on another character, who will in their turn recite a poem by Shakespeare, that they feel describes their lives the best."
2048,Madou King Granzort: Saigo no Magical Taisen,OVA,2,Finished Airing,6.45,7648.0,15277,1,"Comedy, Fantasy, Sci-Fi",https://cdn.myanimelist.net/images/anime/13/75837l.jpg,"['Comedy', 'Fantasy', 'Sci-Fi']",
2049,Shoujo Fight: Norainu-tachi no Odekake,OVA,1,Finished Airing,5.76,11562.0,14572,1,"Comedy, Sports",https://cdn.myanimelist.net/images/anime/1135/150180l.jpg,"['Comedy', 'Sports']","The story follows Neri Ooishi, a high school girl who is a talented volleyball player. She once was the captain of an elementary school team that went all the way to the national tournament. However, she spent three years as an alternate at a junior high school renowned for its volleyball program. Now she is in high school with new teammates, and she gets a chance to prove herself again. The sixth manga volume will have a ""special edition"" that will ship with the anime DVD on October 23. Nihonbashi herself is writing the script for the anime, and Prodution I.G is animating it."
2050,Miracle☆Train: Oedo-sen e Youkoso,TV,13,Finished Airing,6.45,7648.0,5352,41,Fantasy,https://cdn.myanimelist.net/images/anime/9/75568l.jpg,['Fantasy'],"Another version of Miracle Train: Chuo-sen e Youkoso. The first version of the Miracle Train project focused on the stations of the central Chuo line, while the new anime and related stories deal with the Oedo subway line. As a result, the anime will feature a newer cast of characters—specifically, Fumi Roppongi, Rintarou Shinjuku, Izayoi Tsukishima, Iku Shiodome, Saki Tochou, and Itsumi Ryougoku."
2051,Ougon Senshi Gold Lightan,TV,52,Finished Airing,6.06,9955.0,13156,3,"Adventure, Sci-Fi",https://cdn.myanimelist.net/images/anime/10/60089l.jpg,"['Adventure', 'Sci-Fi']","When a young boy called Hiro finds what appears to be a broken lighter in an empty field, it changes his life forever. This lighter is actually the Gold Lightan, a robot that fell to Earth from the Robot Dimension. When called upon to defend the Earth from Ivalda the Great's evil robots, Gold Lightan transforms into a giant super robot, known as the Golden Warrior. Gold Lightan joins forces with Hiro's and his gang, the One Pack Rangers to protect the Earth from the evil schemes of Ivalda the Great and his armored forces."
2052,Shikabane Hime: Puchitto,Special,1,Finished Airing,6.06,9961.0,9382,2,Comedy,https://cdn.myanimelist.net/images/anime/10/16690l.jpg,['Comedy'],Chibi comedy released as a DVD extra.
2053,Gyouten Ningen Batsealer,TV,52,Finished Airing,6.44,7710.0,15726,3,"Action, Adventure, Fantasy",https://cdn.myanimelist.net/images/anime/1096/139894l.jpg,"['Action', 'Adventure', 'Fantasy']","With the ability to transcend time, Captain Fatz and comrades embarked on a journey of battle and adventure to gather the eight scattered stone pieces (namely Light, Darkness, Fire, Water, Air, Earth, Wood &amp; Metal) which was granulated by the lord of destruction, in order to restore the chaotic world back to peace."
2054,Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,Movie,1,Finished Airing,6.28,8704.0,11740,4,"Avant Garde, Drama, Fantasy, Mystery",https://cdn.myanimelist.net/images/anime/7/57415l.jpg,"['Avant Garde', 'Drama', 'Fantasy', 'Mystery']","The Celestial Railroad is a fantastic journey of a boy, Giovanni, in a dreamscape created into a colorful full-dome CG animation picture with inspiring background music. Based on a story written in the early 20th century, KAGAYA, a digital fine artist, has breathed new life into the unique imaginary world using creativity and precise astronomical knowledge. The starry sky is depicted as the Celestial Field made up of a river, a field of silver grasses, flowers, birds, survey towers, railway signals and more. Across this amazing beautiful scenery, the Celestial Railroad runs along the Milky Way."
2055,30th Gundam Perfect Mission,OVA,1,Finished Airing,6.77,5674.0,7823,8,Sci-Fi,https://cdn.myanimelist.net/images/anime/1772/101368l.jpg,['Sci-Fi'],30th Gundam Perfect Mission is a short original video animation (OVA) officially released by Sunrise in celebration of the 30th anniversary of the Gundam metaseries. It features all the titular and mascot gundams of the main series in a non-cannon conjoint mission. (Source: Gundam Wikia)
2056,Dai Yamato Zero-gou,OVA,5,Finished Airing,5.74,11650.0,12303,1,Sci-Fi,https://cdn.myanimelist.net/images/anime/3/16691l.jpg,['Sci-Fi'],"In the galactic group there are more than 100,000,000,000 galaxies, and the Milky Way galaxy, the one which includes Earth's solar system, is only one of these... one of many in the immensity of outer space. This story starts in the year 3199, when a mighty enemy attacks the Milky Way from a neighbouring galaxy. The enemy engages the combined forces of the Milky Way, an Alliance of many stellar nations, and defeats them one after another. The remaining Milky Way Alliance forces are reduced to just six fleets. After the Alliance headquarters is destroyed, and when the collapse of the central Milky Way Alliance is imminent, the Great Yamato ""Zero"" surprises everyone and embarks on a mission to assist the Milky Way Alliance in one last great battle."
2057,Madou King Granzort: Bouken-hen,OVA,3,Finished Airing,6.27,8734.0,16457,1,"Comedy, Fantasy, Sci-Fi",https://cdn.myanimelist.net/images/anime/10/16692l.jpg,"['Comedy', 'Fantasy', 'Sci-Fi']",
2058,Mahou Sensei Negima! Movie: Anime Final,Movie,1,Finished Airing,6.76,5720.0,5150,21,"Adventure, Supernatural",https://cdn.myanimelist.net/images/anime/1282/133685l.jpg,"['Adventure', 'Supernatural']",An animated feature film based on the Negima! Magister Negi Magi manga.
2059,Beat Shot!!,OVA,1,Finished Airing,4.75,14063.0,13554,1,Sports,https://cdn.myanimelist.net/images/anime/11/16823l.jpg,['Sports'],"Expert linksman Akihiko joins the university golf club at the same time as maverick golfer Akikazu. The pair often tee off against each other, though Akikazu is distracted by the charms of his opponent's beautiful caddy, Misako. (Source: AniDB)"
2060,Arei no Kagami: Way to the Virgin Space,Movie,1,Finished Airing,5.4,12940.0,11686,0,"Action, Adventure, Sci-Fi",https://cdn.myanimelist.net/images/anime/1901/97244l.jpg,"['Action', 'Adventure', 'Sci-Fi']","The story follows Daichi Meguru and Mayu, a young boy and a pilot, as they flee their war torn planet and into space. Upon their ship a stowaway android named Zero joins their quest as they travel through Halley's Mirror. (Source: Wikipedia)"
2061,Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Heart no Natsuyasumi,Movie,1,Finished Airing,6.23,8958.0,12524,0,"Comedy, Sci-Fi",https://cdn.myanimelist.net/images/anime/1122/97475l.jpg,"['Comedy', 'Sci-Fi']","It's summer vacation in Penguin Village, and a very pretty vampire pays them a visit! (Source: BakaBT)"
2062,Catman Specials,Special,4,Finished Airing,5.87,10975.0,15054,0,"Comedy, Fantasy",https://cdn.myanimelist.net/images/anime/2/24252l.jpg,"['Comedy', 'Fantasy']",DVD Specials of Catman.
2063,Ibarahime Mata wa Nemurihime,Movie,1,Finished Airing,6.08,9842.0,13284,1,"Award Winning, Drama",https://cdn.myanimelist.net/images/anime/9/81213l.jpg,"['Award Winning', 'Drama']","An alternate retelling of the classic Sleeping Beauty fairy tale. The story begins in the same way as the original story but our young heroine instead of falling under the mystical spell begins to uncover the mystery of the man who cursed her and his relationship with her mother. It is a realistic reminder that ""They lived happily ever after..."", may not be as happy as we once envisioned."
2064,Kataku,Movie,1,Finished Airing,6.08,9846.0,11099,6,Supernatural,https://cdn.myanimelist.net/images/anime/7/81216l.jpg,['Supernatural'],"Many years ago, a young woman named Unai-Otome lived in the village of Ikuta. As she was beautiful it was no surprise that she had two suitors, both deeply in love with her. The girl was torn apart over which one to choose. In her desperation she chose a third option - taking her own life. Although her intentions were absolutely pure, not even in death did she find the solace she desired. Many decades later, a pilgrim walking by her grave meets a beautiful young woman and her story once again rises from the depths of time.... With a plot based on a classic play of Noh traditional theatre, the film presents the peak of Kawamoto’s mastery thanks to its expert mediation of the absurdity of the human condition. (Source: Karlovy Vary International Film Festival)"
2065,Usaru-san,TV Special,4,Finished Airing,5.96,10466.0,13583,1,,https://cdn.myanimelist.net/images/anime/11/16866l.jpg,[],The Media Factory mascot character franchise revolves around a male rabbit that transforms into Usaru-san by wearing a monkey costume and eating bananas. The title “Usaru-san” is a portmanteau of “usagi” (rabbit) and “saru” (monkey). (Source: AniDB)
2066,Cheburashka Arere?,TV,26,Finished Airing,6.42,7803.0,10296,3,Comedy,https://cdn.myanimelist.net/images/anime/8/33145l.jpg,['Comedy'],"Based on the Russian ""national character"" Cheburashka. The character comes from Eduard Uspensky's story about a mysterious creature who gets accidentally transported in a box of oranges to Russia."
2067,Aoi Bungaku Series,TV,12,Finished Airing,7.65,1482.0,1189,1619,"Drama, Suspense",https://cdn.myanimelist.net/images/anime/10/17471l.jpg,"['Drama', 'Suspense']","1. Ningen Shikkaku 2. Sakura no Mori no Mankai no Shita 3. Kokoro 4. Hashire, Melos! 5. Kumo no Ito 6. Jigokuhen"
2068,Rose O'Neill Kewpie,TV,26,Finished Airing,6.461607080874696,14573.0,16635,0,Comedy,https://cdn.myanimelist.net/images/anime/3/16995l.jpg,['Comedy'],"Kewpie, the babylike doll that the late American artist Rose O'Neill created for Ladies' Home Journal magazine in 1909, will celebrate its 100th anniversary this December with its first animated project."
2069,Sekai Douwa Anime Zenshuu,OVA,10,Finished Airing,5.86,11021.0,16236,5,"Adventure, Fantasy",https://cdn.myanimelist.net/images/anime/5/17005l.jpg,"['Adventure', 'Fantasy']",Each episode tells a different story from Grimm's Fairy Tales.
2070,Macross F Movie 2: Sayonara no Tsubasa,Movie,1,Finished Airing,7.94,796.0,4560,137,"Award Winning, Romance, Sci-Fi",https://cdn.myanimelist.net/images/anime/13/76398l.jpg,"['Award Winning', 'Romance', 'Sci-Fi']",Second Macross Frontier movie.
2071,Hoshi ni Negai wo: Cold Body + Warm Heart,ONA,1,Finished Airing,6.08,9842.0,11796,0,"Adventure, Sci-Fi",https://cdn.myanimelist.net/images/anime/2/67065l.jpg,"['Adventure', 'Sci-Fi']","Hikari is a girl whose mother Mari has fused with a spaceship. Traveling in the spaceship, Armadillo, Hikari experiences things and encounters people, including a strange boy called Romeo who emerged from the extracted noise she came across on the Web, and her long-lost father Raven. (Source: AniDB)"
2072,Hyakka Zukan,Movie,1,Finished Airing,5.22,13420.0,14668,0,Comedy,https://cdn.myanimelist.net/images/anime/8/17157l.jpg,['Comedy'],A short film by Koji Yamamura.
2073,Naked Wolves,TV,52,Finished Airing,5.63,12169.0,15181,5,"Comedy, Sports",https://cdn.myanimelist.net/images/anime/6/17171l.jpg,"['Comedy', 'Sports']","In the Flash-animated television comedy series, a sumo wrestler named Mikoshiarashi travels around the world to train to become the Yokozuna, the Grand Sumo Champion. He meets colorful characters along the way as he is determined to meet his goals."
2074,Top wo Nerae! Gunbuster Specials,Special,3,Finished Airing,5.7,11836.0,7931,1,Sci-Fi,https://cdn.myanimelist.net/images/anime/1684/143249l.jpg,['Sci-Fi'],A series of Gunbuster shorts included in the DVD release.
2075,Grick no Bouken,Movie,1,Finished Airing,6.06,9934.0,15954,2,"Adventure, Drama, Fantasy",https://cdn.myanimelist.net/images/anime/9/84017l.jpg,"['Adventure', 'Drama', 'Fantasy']","Grick is a young chipmunk living in the city with his sister. But after hearing from a carrier pigeon of the Chipmunk homeland, the Great Forest, he leaves home alone. Grick meets both friends and enemies along his adventure to find the place where he truly belongs."
2076,Harukanaru Toki no Naka de 3: Owarinaki Unmei,TV Special,1,Finished Airing,6.52,7226.0,10390,3,"Action, Fantasy",https://cdn.myanimelist.net/images/anime/7/17245l.jpg,"['Action', 'Fantasy']","The war between the Heike clan and the Genji clan continues. This time, Nozomi has to fight a powerful supernatural enemy and make a choice: protect her friends and stay by Kurou's side, or choose her first love, Masaomi, which is the leader of the Heike, and her enemy."
2077,Shijin no Shougai,Movie,1,Finished Airing,5.66,11997.0,12368,6,"Award Winning, Drama, Fantasy",https://cdn.myanimelist.net/images/anime/6/17201l.jpg,"['Award Winning', 'Drama', 'Fantasy']","A worker is fired from a factory for demanding a wage increase. His mother, worn thin by poverty, is caught in her own spinning wheel. Then a strange storm buries the town in snow, freezing rich and poor alike. Another short film by Kihachiro Kawamoto"
2078,Tabi,Movie,1,Finished Airing,5.45,12762.0,13347,2,Fantasy,https://cdn.myanimelist.net/images/anime/2/81224l.jpg,['Fantasy'],"Surreal cutout (kiri-gami) animation following a young girl's physical journey, which is also an inner voyage through which she will learn all the pain and joy of life. She travels to an anonymous Western city, a bizarre dreamscape cluttered with elements from works by Dali, Magritte, de Chirico and Escher. The journey will change her completely but when she returns she will be the only one who knows how she has changed. (The poem in the film is by Su Tong-Po, a famous Chinese poet) -AniDB"
2079,Mameshiba,Special,24,Finished Airing,6.96,4714.0,8800,21,Comedy,https://cdn.myanimelist.net/images/anime/5/63601l.jpg,['Comedy'],"In these short animated clips, little dog-faced talking beans appear in people's food and inform them about different facts."
2080,Kidou Senshi Gundam 00 Special Edition,OVA,3,Finished Airing,7.52,1980.0,6366,29,"Drama, Sci-Fi",https://cdn.myanimelist.net/images/anime/11/17217l.jpg,"['Drama', 'Sci-Fi']",Condensed version of both the first and second seasons of Gundam 00 featuring some new animated sequences and some partially re-recorded dialogue.
2081,Nido to Mezamenu Komoriuta,Movie,1,Finished Airing,5.74,11624.0,9550,38,"Avant Garde, Drama",https://cdn.myanimelist.net/images/anime/1676/126492l.jpg,"['Avant Garde', 'Drama']",An animated film describing the bullying of a Japanese child.
2082,Ginga Tetsudou 999: Diamond Ring no Kanata e,Movie,1,Finished Airing,6.59,6786.0,12477,1,"Adventure, Drama, Sci-Fi",https://cdn.myanimelist.net/images/anime/4/17336l.jpg,"['Adventure', 'Drama', 'Sci-Fi']","July 22, 2009. Galaxy Express 999 made a brief stop at Kagoshima on the day of total solar eclipse. Tetsuro gives a pass for the 999 to a boy named Kakeru dreaming of becoming an astronaut, saying ""It's up to you whether you can use this pass or not"". Now it's 2035, another total solar eclipse is expected in Japan, 26 years since the last one. What became of Kakeru...? (Source: AniDB)"
2083,Licca-chan Fushigi na Mahou no Ring,OVA,2,Finished Airing,5.81,11314.0,13148,1,"Adventure, Fantasy",https://cdn.myanimelist.net/images/anime/7/17331l.jpg,"['Adventure', 'Fantasy']",Second part in the OVA series that was later adapted into a TV show in 1998.
2084,Koi Tsubomi,Music,1,Finished Airing,6.25,0.0,12262,2,Fantasy,https://cdn.myanimelist.net/images/anime/13/20527l.jpg,['Fantasy'],An animated music video for Oku Hanako's song Koi Tsubomi.
2085,Michi (2004),Music,1,Finished Airing,5.24,0.0,15535,0,,https://cdn.myanimelist.net/images/anime/7/17333l.jpg,[],An animated video music video for Yumirose's song Michi.
2086,Meitantei Conan Movie 08: Ginyoku no Time Travel Recap,TV Special,1,Finished Airing,7.8,1094.0,5079,8,"Adventure, Mystery",https://cdn.myanimelist.net/images/anime/2/17583l.jpg,"['Adventure', 'Mystery']","Professor Agasa has created a computer program that can give you the identity of anyone in the world. He decides to use it on figuring out who Kaitou Kid is. Before he does, the program gives him a history of the Kid, as well as preview clips of the eighth movie. When he is about to finally figure out who the Kid is, Kid appears on the computer screen, announcing he has hacked the program. (Source: detectiveconanworld)"
2087,Meitantei Conan Movie 10: Tantei-tachi no Requiem Recap,TV Special,1,Finished Airing,7.64,1540.0,6782,4,"Adventure, Comedy, Mystery",https://cdn.myanimelist.net/images/anime/2/17584l.jpg,"['Adventure', 'Comedy', 'Mystery']",A promotional preview summary of the events in Detective Conan Movie 10: Requiem of the Detectives. Aired before the movie.
2088,Mirai Shounen Conan (Movie),Movie,1,Finished Airing,7.0,4534.0,10554,4,"Adventure, Drama, Sci-Fi",https://cdn.myanimelist.net/images/anime/1866/99158l.jpg,"['Adventure', 'Drama', 'Sci-Fi']","Twenty years after a ravaging war drastically transformed the face of the Earth, an old man and his energetic grandson Conan remain the sole survivors of their once larger community. Believing themselves to be the last humans on the planet, the two are surprised to one day discover a girl lying unconscious on the shore of their solitary isle. Once awakened, the girl Lana explains that she got lost while fleeing from agents of a technologized fortress island called Industria. Given that Lana is the telepathic granddaughter of renowned scientist Dr. Briac Lao, Industria's authorities desire her cooperation, as they believe her abilities will help them locate the doctor and acquire his expertise to access a powerful energy source. Despite the best efforts of Conan and his grandfather, they fail to prevent Lana's recapture when Industrian soldiers arrive. Vowing to rescue her, Conan bravely embarks on a breathtaking adventure, yet the journey comes with higher stakes than he realizes. [Written by MAL Rewrite]"
2089,Suzumiya Haruhi no Shoushitsu,Movie,1,Finished Airing,8.59,109.0,375,14055,"Award Winning, Mystery, Sci-Fi, Supernatural",https://cdn.myanimelist.net/images/anime/1248/112352l.jpg,"['Award Winning', 'Mystery', 'Sci-Fi', 'Supernatural']","On a cold December day, Kyon arrives at school prepared for another outing with his fellow SOS Brigade members. However, much to his surprise, he discovers that almost everything has changed completely: Haruhi Suzumiya and Itsuki Koizumi are nowhere to be found; Mikuru Asahina does not recognize him at all; Yuki Nagato is a regular human; and Ryouko Asakura has mysteriously returned. Although he is no stranger to the supernatural, Kyon is disturbed by this odd turn of events and decides to investigate on his own. Finding himself to be the only person that is aware of the previous reality, Kyon is now faced with a difficult choice: to finally live the normal life he has always wanted, or uncover a way to turn back the hands of time and restore his chaotic yet familiar world. [Written by MAL Rewrite]"
2090,Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken,Movie,1,Finished Airing,6.62,6585.0,10717,4,"Adventure, Comedy",https://cdn.myanimelist.net/images/anime/9/17422l.jpg,"['Adventure', 'Comedy']","It's Laura's birthday, and Laura isn't paying much attention to him. Hamtaro then went with the ham-hams to ham ham land. Hamtaro is searching for the magic sunflower seed, but, he will have to battle Maou-hamu for it."
2091,Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,Movie,1,Finished Airing,6.57,6919.0,11644,3,"Adventure, Comedy",https://cdn.myanimelist.net/images/anime/6/17586l.jpg,"['Adventure', 'Comedy']","Lately, Hamtaro has been having a strange dream. In the dream, a beautiful princess hamster tearfully asks for help. Hamtaro can’t forget about her, even when he’s awake. One winter day, Laura talks to Hamtaro. She tells him that everyone in the family is going home to her father’s hometown. When Hamtaro tells his friends about it, Maxwell pulls out a Ham-Ham source book. It’s a book on old hamster history. According to the book, there is a “homeland” for hamsters called “Hamja Kingdom”. When the Ham-Hams build a sand castle and recite a spell exactly the way it is written in the book, they are whooshed to the Kingdom. When at last the hamsters reach the bustling Hamja Kingdom of hamsters, the popular King Hamja, the Mini-Hams that they’ve met before in Ham-Ham Land, and many jar spirits called the Mo-Hams appear. A parade begins merrily with singing and dancing! But, the bad magic cat “Sabakunya” appears suddenly, riding the giant sheep monster “Mee Mee”, and starts to trample the town. What a disaster! The Ham-Hams flee underground. The Ham-Hams are told of the state of the Kingdom and find that Sabakunya has snatched the King’s daughter, Princess Shera, and is pressing her into marriage on the Kingdom’s Founding Day. Sabakunya is trying to take over the country. Something clicks in Hamtaro’s mind. Princess Shera is without a doubt the princess who appeared in his dreams! Hamtaro wants very much to run to the castle where Sabakunya is, and so he and the Ham-Hams enter the castle. In the castle, they encounter danger after danger, and Hamtaro, pursued by Sabakunya’s henchmen, is separated from others."
2092,Bakugan Battle Brawlers: Gundalian Invaders,TV,39,Finished Airing,6.37,8126.0,3350,107,"Action, Adventure, Fantasy",https://cdn.myanimelist.net/images/anime/1295/133817l.jpg,"['Action', 'Adventure', 'Fantasy']","Bakugan Interspace is a virtual reality system, where players can brawl against each other and take part in tournaments. Initially designed to help practice and enhance Bakugan skills, it quickly became a meeting place for many enthusiasts. During one of Danma Kuusou's duels, the Interspace crashes, and he gets knocked out cold. Before regaining consciousness, he experiences a vision of Bakugan at war with each other once again. The explosion of energy that accompanied Danma's fight and caused the shutdown of the system sends shock waves across the galaxy, attracting the attention of the Twelve Orders, a Gundalian organization. They infiltrate Bakugan Interspace, looking for strong brawlers to join them in their upcoming war with another alien race, the Neathians. Danma and his companions—Shun Kazami and Chouji Marukura—soon find themselves caught up in an extraterrestrial war. However, distant as it may seem, the conflict threatens the very sovereignty of Earth and the future of the Bakugan race as well. [Written by MAL Rewrite]"
2093,Cyborg 009: Chou Ginga Densetsu,Movie,1,Finished Airing,6.32,8412.0,10319,5,"Action, Sci-Fi",https://cdn.myanimelist.net/images/anime/3/17466l.jpg,"['Action', 'Sci-Fi']","The cyborgs are no longer on duty, they live normal lives until a mysterious space ship lands on earth. The only survivor on the ship warns about an evil conqueror called Zoa that wants to conquer the universe, which means the cyborgs are back in action..."
2094,Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,Movie,1,Finished Airing,6.37,8129.0,11164,1,"Action, Adventure, Fantasy",https://cdn.myanimelist.net/images/anime/1608/97554l.jpg,"['Action', 'Adventure', 'Fantasy']","The third Dragon Quest Dai no Daibouken movie. The story takes place between episode 35 and 36 of the TV series. After yet again defeating some of Hadlar's (the leader of the Great Demon King's Army) warriors and saving the princess, Dai and his fellow adventurers are relaxing and helping with rebuilding the island village. Unbeknownst to them Hadlar was usurped by a new demon lord called Galbus, who immediately sets forth to once and for all destroy Dai, using his own sextet of champions. During the initial surprise attack Dai's friend Maam's soul is taken and in order to get it back Dai and his friends must attack Galbus on his chosen batlleground. Will Dai survive this? (Source: Macros74)"
2095,"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e",Movie,1,Finished Airing,6.62,6596.0,11399,5,"Drama, Romance, Sci-Fi",https://cdn.myanimelist.net/images/anime/9/17794l.jpg,"['Drama', 'Romance', 'Sci-Fi']","Please Save My Earth Movie: From Alice to Rin-kun is a two-hour movie narrated by Alice, reminiscing on the events of the OVA as she is on her way to meet with Rin in a park. The ""present day"" scenes of Alice and Rin from the movie add scenes that were not present in the manga. (Source: Wikipedia)"
2096,100%,OVA,1,Finished Airing,5.13,13583.0,13940,0,Drama,https://cdn.myanimelist.net/images/anime/4/17650l.jpg,['Drama'],"A pretty 22-year-old girl leaves university and gets her dream job as a TV newscaster, only to discover that life is tough at the top. Adaptation of the ""Young Action"" manga by Michio Yanagisawa. (Source: AniDB)"
2097,Kurumiwari Ningyou,Movie,1,Finished Airing,6.24,8907.0,13797,5,"Drama, Fantasy, Romance",https://cdn.myanimelist.net/images/anime/13/17651l.jpg,"['Drama', 'Fantasy', 'Romance']","The young girl Clara visits her Aunt Gerda and Uncle Drosselmeyer. Her aunt tells her scary stories about the Ragman, a creepy and mysterious man who turns children into mice if they don't go to bed on time. The Ragman is always spying on sleeping children searching for more victims. Just before Clara goes to bed her eccentric uncle gives her a wooden nutcracker doll. He's a bit embarrassed because the only part on the doll that's perfect is the heart, but Clara loves her new doll. She falls asleep but wakes up hearing mice squeaking..."
2098,Fuyu no Sonata: Joshou - Hatsuyuki no Negai,TV Special,1,Finished Airing,6.51,7240.0,9582,2,"Drama, Romance",https://cdn.myanimelist.net/images/anime/12/17652l.jpg,"['Drama', 'Romance']","Based on the Korean drama television series about the love between two childhood friends and the tragic events that happen. In terms of the timeline of the Winter Sonata series, it belongs in the time gap midway through episode 21. (Source: Frostii Subs)"
2099,Shuffle! Prologue,OVA,1,Finished Airing,6.63,6556.0,5475,4,"Comedy, Fantasy, Romance",https://cdn.myanimelist.net/images/anime/8/17744l.jpg,"['Comedy', 'Fantasy', 'Romance']","Shuffle! Prologue is a short OVA teaser for the Shuffle! anime series based on the visual novel of the same name. While some of the animation was reused for the first episode of the anime series, most of Shuffle! Prologue is unique animation not repeated in the series, although the story itself is retold. (Source: Wikipedia)"
2100,Sekai Meisaku Douwa,,20,Finished Airing,5.98,10360.0,15123,1,Fantasy,https://cdn.myanimelist.net/images/anime/10/17689l.jpg,['Fantasy'],"Another of Toei's World Famous Fairy Tale series consisting of 20 stories, 10 minutes each. (Source: AniDB)"
2101,Jankenman,TV,51,Finished Airing,6.31,8456.0,14861,2,Adventure,https://cdn.myanimelist.net/images/anime/2/17801l.jpg,['Adventure'],"There is a small village called Janken Town. The hero Jankenman protects the village and defeats his adversaries by playing games of rock-paper-scissors with them. Meanwhile, the villain Osodashi Mask always tries to deceive others. (Source: AniDB)"
2102,Mukougaoka Chisato wa Tada Mitsumeteita no Datta,Music,1,Finished Airing,6.06,0.0,12976,6,,https://cdn.myanimelist.net/images/anime/3/18373l.jpg,[],"A portrait of emotion. Chisato tries to remember and stay at a moment, through music."
2103,Socket,Movie,1,Finished Airing,6.11,9635.0,19233,0,,https://cdn.myanimelist.net/images/anime/6/17734l.jpg,[],"The main character is a woman that has electric current on her body. She is very lonely and nobody approaches her. Till, one day, a little boy is not afraid of her, and they turn friends."
2104,Wrestler Gundan Seisenshi Robin Jr.,TV,50,Finished Airing,6.461607080874696,16217.0,17633,3,"Action, Adventure, Comedy, Fantasy, Sci-Fi",https://cdn.myanimelist.net/images/anime/1685/134304l.jpg,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",Robin Jr. and his friends fight to save the solar system.
2105,"The Tales of Rien Village #1: ""Toilet ni Ittokiya""",ONA,1,Finished Airing,5.18,13498.0,16647,0,Fantasy,https://cdn.myanimelist.net/images/anime/13/17755l.jpg,['Fantasy'],A gentle children’s story concerning the ceramic inhabitants of Rein Village. Fortune Malon has many visitors who come for advice which may or not be helpful. One night an elephant calf comes and visits Fortune Malon with a rather embarrassing predicament.
2106,Dragon Quest: Dai no Daibouken,Movie,1,Finished Airing,6.55,7036.0,10444,7,"Action, Adventure, Fantasy",https://cdn.myanimelist.net/images/anime/1998/106052l.jpg,"['Action', 'Adventure', 'Fantasy']","It starts with a kid named Dai remembering a story told to him by his grandfather, the monster magician Brass, about the defeat of the Demon Lord Hadlar by the hands of a hero who, as the story progresses, is known to be Avan."
2107,Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito,Movie,1,Finished Airing,6.51,7238.0,11297,3,"Action, Adventure, Fantasy",https://cdn.myanimelist.net/images/anime/12/31457l.jpg,"['Action', 'Adventure', 'Fantasy']",The second Dragon Quest Dai no Daibouken movie. The story takes place between episode 18 and 19 of the TV series.
2108,Karo to Piyobupt: Ouchi,Movie,1,Finished Airing,4.9,13891.0,15135,1,Comedy,https://cdn.myanimelist.net/images/anime/12/17800l.jpg,['Comedy'],"One day in winter, two birds were flying to the snow field. They found a fine big tree and decided to build their house on it. Carrying logs, cutting them, putting together, finally a lovely house was completed. (Source: Yamamura Animation)"
2109,Karo to Piyobupt: Sandwich,Movie,1,Finished Airing,4.9,13893.0,15241,0,Comedy,https://cdn.myanimelist.net/images/anime/2/17802l.jpg,['Comedy'],"It was a wonderful day. At the kitchen, Karo and Piyobupt were making sandwiches. Yes, they were going on a picnic. When you eat sandwiches on the beautiful green field, how delicious they are and how much you eat them. (Source: Yamamura Animation)"
2110,Pacusi,TV,18,Finished Airing,5.28,13279.0,16321,0,Comedy,https://cdn.myanimelist.net/images/anime/10/17804l.jpg,['Comedy'],Pacusi is a story of Pacusi and his family. Little happenings in ordinary days are described. We can enjoy the warmhearted and big strange world of Pacusi.
2111,Pacusi no Uta,Special,1,Finished Airing,5.2,13466.0,17567,0,Comedy,https://cdn.myanimelist.net/images/anime/5/17805l.jpg,['Comedy'],Special episode of Pacusi.
2112,Kid's Castle,Movie,1,Finished Airing,5.23,13387.0,14912,0,Comedy,https://cdn.myanimelist.net/images/anime/8/17807l.jpg,['Comedy'],"Take a journey into the imaginative world of Kid's Caste where a young boy's dreams make playing with toys a reality. As his room takes on exciting changes, you, too, will delight at the many different whimsical sounds and voices. (Source: Yamamura Animation)"
