id,title,type,episodes,status,score,rank,popularity,favorites,synopsis,genres,image
1330,Baoh Raihousha,OVA,1.0,Finished Airing,6.14,9489.0,5146,50,"An innocent young man, Ikuroo, has a parasite known as Baoh implanted in his brain by an evil organization, Doress. The parasite makes him nearly immortal and gives him the ability to transform into a really powerful beastie when he's in trouble. 

Doress intends to use him in some sort of ploy for financial success, world domination, or something along those lines, but when they're transporting him on a train, a young psychic girl, Sumire (who's being held by the organization due to her abilities), sets him free and the two escape together. 

Of course, Dr. Kasuminome is the mad scientist behind the whole Baoh thing, and he isn't about to let his test subject get away and he has considerable resources (including some superpowered lackeys, as well as a small army) at his disposal.

(Source: AnimeDB)","Action, Sci-Fi",https://cdn.myanimelist.net/images/anime/1274/112464l.jpg
1331,Monster Farm: Enbanseki no Himitsu,TV,48.0,Finished Airing,6.8,5533.0,3553,121,"Genki is a boy who loves playing video games. One day he's zapped into the world of Monster Rancher and meets the girl Holly and the monsters Mochi, Suezo, Golem, Tiger and Hare. Together, they are searching for a way to revive the Phoenix, which is the only monster capable of stopping the evil Moo.

(Source: ANN)","Action, Adventure, Comedy, Fantasy",https://cdn.myanimelist.net/images/anime/1044/113641l.jpg
1332,City Hunter,TV,51.0,Finished Airing,7.9,875.0,2492,1094,"""City Hunter"" is a notorious contractor group with the call sign ""XYZ."" No matter the job, they will take it, cleaning up the scum on the streets of Tokyo. The key member of City Hunter is Ryou Saeba; armed with his trusty Colt Python and pinpoint accuracy, he works alongside willful tomboy Kaori Makimura.

Together they solve tough cases and tackle the numerous dangers that accompany their trade head-on. However, when he's not out hunting crooks and villains, Ryou finds pleasure in chasing beautiful ladies with only Kaori and her one hundred-ton hammer to keep him in check. From pickpockets and arms dealers to crime syndicates, nothing can stand in the way of Ryou Saeba when he takes aim at his next mission.

[Written by MAL Rewrite]","Action, Comedy, Mystery",https://cdn.myanimelist.net/images/anime/8/20587l.jpg
1333,City Hunter 2,TV,63.0,Finished Airing,8.07,592.0,4452,180,"Ryo Saeba is a private detective, but has another face as a sweeper who cleans the city of evil. He is able enough, but has a bad habit of getting over-excited about beautiful women. It is his partner Kaori Makimura's job to protect those beautiful female clients from Ryo's sexual harassment.

(Source: Sunrise)","Action, Comedy, Mystery",https://cdn.myanimelist.net/images/anime/1272/138953l.jpg
1334,City Hunter 3,TV,13.0,Finished Airing,7.8,1079.0,4121,52,"Ryo Saeba is a ""sweeper"" know as the City Hunter. He and his sidekick Kaori Makimura are hired to solve problems that the police can't (or won't) handle. When he's not keeping the streets of Tokyo clean, Ryo is chasing the ladies, and Kaori chases after him with a giant anti-ecchi hammer. 

(Source: ANN)","Action, Comedy, Mystery",https://cdn.myanimelist.net/images/anime/1147/94393l.jpg
1335,City Hunter '91,TV,13.0,Finished Airing,7.74,1231.0,4635,80,"Ryo Saeba is back as the City Hunter, a ""sweeper"" (private detective) working on the streets of Tokyo. He and sidekick Kaori Makimura are hired to solve the problems of desperate people. When Ryo is not using his sharp shooting skills against bad guys, he's aiming his sites on pretty ladies. Kaori uses a giant anti-ecchi hammer to make sure he behaves. 

(Source: ANN)","Action, Comedy, Mystery",https://cdn.myanimelist.net/images/anime/7/50531l.jpg
1336,City Hunter: Ai to Shukumei no Magnum,Movie,1.0,Finished Airing,7.37,2590.0,7038,11,"A beautiful pianist comes to Tokyo for a charity concert, and City Hunter is there. But music isn`t his forte; he wants lessons in the language of love. Desperation becomes the word of the day as the bodies start dropping. A foreign dignitary is assassinated in cold blood. Secret agents scour the streets for a missing microchip. Diplomatic infighting swirls around the upcoming concert, and City Hunter is the only hope! 

(Source: AnimeNfo)","Action, Comedy, Mystery",https://cdn.myanimelist.net/images/anime/1978/94391l.jpg
1337,City Hunter: Bay City Wars,Movie,1.0,Finished Airing,7.32,2808.0,7117,7,"After the US military ousts a sadistic Central-American tyrant, a spirit of merciless vengeance is born. And when the Bay City Hotel unveils its new supercomputer, the deposed ruler and his loyal daughter devise a plan. With her hacking skills, the very same computer that delivers room service can now deliver a nuclear payload right to Washington's front door. But their nuclear vengeance has one unforeseen problem—City Hunter. And now, the only question remaining is who's finger is faster? The girl on the button or the man on the trigger? 

(Source: Sunrise, edited)","Action, Comedy, Mystery",https://cdn.myanimelist.net/images/anime/1486/94388l.jpg
1338,City Hunter: Hyakuman Dollar no Inbou,Movie,1.0,Finished Airing,7.31,2879.0,7382,3,"Beautiful American Emily O'Hara offers the City Hunter (Ryo Saeba &amp; Kaori Makimura) one million dollars to protect her from a man named Douglas. Ryo &amp; Kaori take the job, but things are not quite what they seem. The real target just might be Ryo, but it's unclear who wants Saeba dead.

(Source: ANN)","Action, Comedy, Mystery",https://cdn.myanimelist.net/images/anime/4/3025l.jpg
1339,City Hunter: The Secret Service,TV Special,1.0,Finished Airing,7.4,2456.0,7176,6,"James McGuire has a dream. He wants to become the president of Guinam and free his people from the military rulers who have been in power up until now. However, one thing stands in McGuire's way: his past. And it's beginning to catch up with him, endangering not only his career, but the life of his long lost daughter. McGuire hires the City Hunter, Ryo Saeba and his partner Kaori to protect his daughter Anna, who herself is a Secret Service agent assigned to bodyguard the presidential hopeful.","Action, Comedy, Mystery",https://cdn.myanimelist.net/images/anime/1437/94390l.jpg
1340,City Hunter: Goodbye My Sweetheart,TV Special,1.0,Finished Airing,7.49,2085.0,7354,8,"Ryo Saeba (aka the City Hunter), is a private detective in the city of Tokyo. Together with sidekick Kaori Makimura, Ryo is hired by actress Emi Makaze to find her long lost brother. The woman's brother turns out to be ""The Professor"", a dillusional ex-soldier who's planing to destroy the Shinjuku district of Tokyo. Kaori is assigned to guard Emi, but they both get caught up in the Professor's scheme. The City Hunter must save them, without allowing downtown Tokyo to be destroyed. 

(Source: ANN)","Adventure, Comedy",https://cdn.myanimelist.net/images/anime/1814/94961l.jpg
1341,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,TV Special,1.0,Finished Airing,7.33,2791.0,8093,8,"City Hunter, Saeba Ryo, after months of idleness, finally scores a client and it is none other than the beautiful Mega City TV newscaster, Sayaka, who fears for her life. What's more, the enemy are her employers who are ready to resort to any means necessary to kill her. Ryo takes on the might of a TV station in a bid to save Sayaka, but finds that all is not what it seems...",,https://cdn.myanimelist.net/images/anime/1920/92378l.jpg
1342,Sky Girls OVA,OVA,1.0,Finished Airing,6.59,6751.0,7825,5,"After the first war between humanity and the alien species known as Worms, the Earth is a shadow of its former self, with many landmasses submerged and countless human lives lost. When the Worms return, nearly every able body is drafted to join the desperate fight. Otoha Sakurano, Eika Ichijou, and Karen Sonomiya are three young girls tasked with forming an elite unit of ""Sonic Divers"": soldiers using innovative new exoskeleton technology to enhance their combat. When their covert carrier is viciously ambushed, the girls must suit up and prove that their unit has what it takes to protect humanity.

[Written by MAL Rewrite]",Sci-Fi,https://cdn.myanimelist.net/images/anime/2/78405l.jpg
1343,"Urusei Yatsura: Haru da, Tobidase!",Special,1.0,Finished Airing,6.61,6669.0,8370,4,"Urusei Yatsura All-Star Daishingeki!
As Ataru Moroboshi's mother recalls, her relatively peaceful middle-class lifestyle ended about six months ago, when alien invaders known as the Oni appeared on Earth. Their leader, Mr. Invader, offered to spare the planet if a randomly selected human could defeat his daughter Lum in a game of tag. As luck would have it, the fate of the planet rested on the shoulders of the housewife's troublesome son. In a turn of events, the challenge ended with young Ataru's victory—and with his royal opponent becoming an inadvertent addition to the Moroboshi household.

Ataru's mother reflects on all the characters her son has been involved with—friends and foes, both human and extraterrestrial—and the stress their antics have caused her. Unsure whether to admire her son's fortitude or consider him pathetic, Mother Morobashi can only muse if her family will ever experience peace and quiet again.

Shuugaku Ryokou!: Kunoichi yo Hashire
Kaede is a young ninja, or kunoichi, who doubts her current line of work. Her elderly and irate master, Yatsude, is intent on her remaining a ninja; and to make matters worse, Kaede has further infuriated her master by losing a confidential scroll in the woods.

Meanwhile, Ataru finds his school excursion to the ancient capital of Nara tedious. However, stumbling upon the scroll and gaining Kaede's attention makes his field trip a little more interesting.

[Written by MAL Rewrite]","Action, Adventure, Comedy, Drama, Romance, Sci-Fi",https://cdn.myanimelist.net/images/anime/10/88001l.jpg
1344,D.Gray-man,TV,103.0,Finished Airing,8.0,704.0,313,13827,"Losing a loved one is so painful that one may sometimes wish to be able to resurrect them—a weakness that the enigmatic Millennium Earl exploits. To make his mechanical weapons known as ""Akuma,"" he uses the souls of the dead that are called back. Once a soul is placed in an Akuma, it is trapped forever, and the only way to save them is to exorcise them from their vessel using the Anti-Akuma weapon, ""Innocence.""
 
After spending three years as the disciple of General Cross, Allen Walker is sent to the Black Order—an organization comprised of those willing to fight Akuma and the Millennium Earl—to become an official Exorcist. With an arm as his Innocence and a cursed eye that can see the suffering souls within an Akuma, it's up to Allen and his fellow Exorcists to stop the Millennium Earl's ultimate plot: one that can lead to the destruction of the world.

[Written by MAL Rewrite]","Action, Adventure, Fantasy",https://cdn.myanimelist.net/images/anime/13/75194l.jpg
1345,Master Keaton,TV,24.0,Finished Airing,7.61,1638.0,4412,161,"The amazing Taichi Keaton works on cases around the globe that always lead to adventure! He combines his arsenal of multidisciplinary expertise in investigation, archeology, and survival with his experience as a professor, a Falklands Conflict veteran and a SAS agent to unravel the often dangerous challenges in each riveting episode.

(Source: Geneon Entertainment USA)","Adventure, Drama, Mystery",https://cdn.myanimelist.net/images/anime/7/73931l.jpg
1346,Youma,OVA,2.0,Finished Airing,6.05,9984.0,6769,30,"A terrible war has ravaged the land, and now, fueled by the blood of numerous fallen warriors the Yoma, demons from hell, emerge once more. A skilled ninja seeks to end the bloodshed these demons inflict upon humanity, but to do this he must fight against his undead former best friend and fellow ninja who was killed in battle and has been resurrected to serve the Yoma. 

(Source: ANN)","Action, Drama, Horror, Supernatural, Suspense",https://cdn.myanimelist.net/images/anime/1123/94526l.jpg
1347,Akachan to Boku,TV,35.0,Finished Airing,7.81,1068.0,4079,161,"Takuya Enoki is living a difficult life for a fifth grader. His mother passed away in a tragic car accident a few months ago, forcing him to pick up the slack and take care of his baby brother, Minoru, as his father works the endless hours typical of a Japanese salaryman.

He will have to sacrifice his childhood in order to meet the needs of his little brother. Cooking, cleaning, worrying, and trying to discipline Minoru are some of the tasks Takuya will have on his plate, all while their neighbors blame him for Minoru’s constant crying. Meanwhile, he will watch as his friends live their carefree lives, enjoying their free time. It will not be easy and there will be plenty of stumbling blocks, but along the way, he may actually learn the true meaning of family.","Comedy, Drama",https://cdn.myanimelist.net/images/anime/2/49693l.jpg
1348,Kodomo no Omocha (TV),TV,102.0,Finished Airing,8.05,621.0,2751,1470,"Sixth grader Sana Kurata has a perfect life. Her mother is a (fairly) successful author, she has a young man employed to keep her happy and safe, and best of all, she is the star of the children's television show Kodomo no Omocha. There's just one thing bothering her, and that's Akito Hayama.

Akito is a classmate of Sana's, and ever since he's started acting out in class, the rest of the boys have followed his example. Every day, the girls and the teacher wage a battle to keep the class under control and to get some actual learning done. That rotten Akito… Sana won't stand for this!

The hyperactive Sana decides to dig deeper and find out what makes Akito tick, so class can go back to normal and the teacher can stop spending every day crying instead of teaching. But the more she learns about him, the more she realizes that there might be more to Akito than meets the eye.","Comedy, Drama, Romance",https://cdn.myanimelist.net/images/anime/5/7016l.jpg
1349,.hack//Unison,Special,1.0,Finished Airing,6.62,6590.0,4894,15,"Somewhere in the MMORPG called ""The World,"" a group is gathered at a pub, awaiting the start of an event. There, old friends and acquaintances are reunited, including those who rarely log on. Some are even forging new relationships for the first time. Together, invited by the hacker Helba, the group leaves for the event in the Net Slums where a celebration awaits them all.

[Written by MAL Rewrite]","Adventure, Comedy, Fantasy, Sci-Fi",https://cdn.myanimelist.net/images/anime/2/23078l.jpg
1350,Area 88,OVA,3.0,Finished Airing,7.47,2141.0,5252,245,"After being tricked into signing a document by someone he considered a friend, Shin Kazama is forced to become a fighter pilot in the foreign legion of mercenaries, who are fighting in a civil war for the nation of Aslan. Hellbent on earning enough money to break his contract and return to Japan, Shin has managed to become one of the most lethal pilots at the base known as Area 88. But having spent so much time in a place where one's life is always in jeopardy, will Shin remain the same man if and when he can return to the civilian world?

[Written by MAL Rewrite]","Action, Adventure, Drama, Romance",https://cdn.myanimelist.net/images/anime/11/2856l.jpg
1351,Renkin San-kyuu Magical? Pokaan Specials,Special,3.0,Finished Airing,6.84,5326.0,7683,4,DVD specials.,"Comedy, Ecchi",https://cdn.myanimelist.net/images/anime/11/74299l.jpg
1352,Ginga Tetsudou Monogatari,TV,26.0,Finished Airing,7.07,4218.0,6114,54,"In the distant future, trains are no longer bound by their physical tracks. Instead, they take to the skies and travel across the universe on the Galaxy Railways, transporting mankind from planet to planet. However, the Galaxy Railways are no safer than traditional trains: criminals, terrorists, and vile aliens always find a way to stir up trouble. 

Manabu Yuuki, a rash and hot-headed man, is the latest addition to the Galaxy Railways' elite Space Defence Force (SDF). These brave men and women are responsible for protecting the railways and responding to any unprecedented danger, risking their lives to protect the innocent from evil. But as this drama unfolds and the SDF's greatest crisis draws nearer, Manabu must truly learn what it means to be a member of the SDF before it is too late.

[Written by MAL Rewrite]","Action, Adventure, Drama, Sci-Fi",https://cdn.myanimelist.net/images/anime/6/39821l.jpg
1353,Ginga Tetsudou 999,TV,113.0,Finished Airing,7.75,1227.0,3737,500,"In the distant future, humanity has found a way to live forever by purchasing mechanical bodies, but this way to immortality is extraordinarily expensive. An impoverished boy, Tetsurou Hoshino, desires to purchase a pass on the Galaxy Express 999—a train that travels throughout the universe—because it is said that at the end of the line, those aboard can obtain a mechanical body for free. When Tetsurou's mother is gunned down by the villainous machine-man hybrid Count Mecha, however, all seems lost.
 
Tetsurou is then saved from certain death by the mysterious Maetel, a tall woman with blonde hair and a striking resemblance to his mother. She gives him a pass to the Galaxy Express under one condition: that they travel together. Thus, Tetsurou begins his journey across the universe to many unique planets and thrilling adventures, in hopes of being able to attain that which he most desires.

[Written by MAL Rewrite]","Adventure, Drama, Sci-Fi",https://cdn.myanimelist.net/images/anime/1685/104554l.jpg
1354,Project ARMS,TV,26.0,Finished Airing,6.91,4944.0,5786,40,"A boy gets involved in an accident when in kindergarten, horribly damaging his arm, but the doctors somehow manage to save it. Now, several years later, his arm seems to be becoming the focus of strange events as it turns out to be more than a normal arm. Meanwhile, a secret organization is out to get hold of him and the power he possess.",Action,https://cdn.myanimelist.net/images/anime/1197/92994l.jpg
1355,Project ARMS: The 2nd Chapter,TV,26.0,Finished Airing,6.96,4723.0,8100,7,"The 2nd Chapter continues the story of Ryo Takatsuki and his companions' quest to discover the secret of the mysterious A.R.M.S. they all possess and what the future may hold for them. They now know where the answers lie but to get to them, they must fight a desperate fight of survival against a powerful military corporation that wants their secrets no matter what the cost.

(Source: AniDB)","Action, Fantasy",https://cdn.myanimelist.net/images/anime/3/72859l.jpg
1356,Darkside Blues,Movie,1.0,Finished Airing,5.99,10306.0,6438,32,"The Persona Century Corporation has purchased nearly every parcel of land on earth. Dissension is not tolerated within the corporation's borders and those who oppose Persona are dealt with swiftly. Of those few places not yet under Persona's control is the free town of Kabuki-cho, also known as ""The Dark Side of Tokyo"". Within the town, under the leadership of a woman named Mai, is a small resistance group called Messiah. Into this world steps a man who takes the sobriquet of Kabuki-cho: Darkside. Sealed up in another dimension eighteen years ago by Persona Century, Darkside now returns to aid Messiah using his unique mystic power of renewal. 

(Source: ANN)","Horror, Mystery, Sci-Fi",https://cdn.myanimelist.net/images/anime/3/79776l.jpg
1357,Maetel Legend,OVA,2.0,Finished Airing,6.41,7910.0,8979,6,"The artificial sun that lights the frozen planet La Metalle is dying, threatening to extinguish what little life is left there. Queen La Andromeda Prometheum decides that the only way for her people to survive is for them to submit to Hardgear's transformation process, which will turn everyone's body into machines. The Queen's daughters, Emeraldas and Maetel, refuse to submit to this process, and fight to stay human. 

(Source: ANN)","Drama, Sci-Fi",https://cdn.myanimelist.net/images/anime/1/2396l.jpg
1358,Fushigi no Kuni no Miyuki-chan,OVA,2.0,Finished Airing,5.62,12202.0,6067,10,"Rushing to school after oversleeping, Miyuki finds herself falling into a pit. When she regains consciousness, it does not take long for her to realize that she has entered another world as she begins to encounter different peculiarities and odd female figures, all wanting her to themselves. If Miyuki wants to go back to school, she must escape the bizarre situations and find a way to return to reality.

[Written by MAL Rewrite]","Comedy, Fantasy, Girls Love, Ecchi",https://cdn.myanimelist.net/images/anime/1187/110295l.jpg
1359,Aru Machi Kado no Monogatari,Movie,1.0,Finished Airing,6.53,7119.0,9178,9,"On a certain street corner, there live a girl and her bear doll; a mischievous mouse named Kanku-bouya; a sycamore tree; an old street lamp; a moth; and posters containing a bar girl, a violinist, and a pianist. They all strive for life, but the world may not allow them to flourish.

In Aru Machi Kado no Monogatari, will the inhabitants of the street corner be able to maintain their peaceful existences, or will war and tyranny plunge them into chaos?

[Written by MAL Rewrite]","Award Winning, Drama, Romance",https://cdn.myanimelist.net/images/anime/6/3159l.jpg
1360,Black Blood Brothers,TV,12.0,Finished Airing,7.08,4138.0,2216,412,"Black Bloods and Red Bloods, vampires and humans. Despite their differences, these two races once fought together in a crusade against a formidable foe. A decade later, the vampire war hero Jirou Mochizuki, known as the ""Silver Blade,"" travels with his younger brother Kotarou to the Special Zone—a safe haven where vampires and humans live in harmony.

However, their journey is suddenly faced with danger when a conflict erupts between vampire migrants and human forces from the Special Zone. With the rise of a developing conspiracy from an old enemy, Jirou will need the help of his new ally, Mimiko ""Compromiser"" Katsuragi, as well as the power of his ancient bloodline to protect what he treasures the most.

[Written by MAL Rewrite]","Action, Comedy, Fantasy",https://cdn.myanimelist.net/images/anime/5/13804l.jpg
1361,MaMa,OVA,2.0,Finished Airing,5.28,,12354,3,"Yuichi feels lost and alone—until two seductive women offer him comfort! He can't choose between these lovely ladies, and they wouldn't want him to. In fact, they want nothing more than to teach Yuichi to be the master of his own destiny... and theirs!",Hentai,https://cdn.myanimelist.net/images/anime/6/51351l.jpg
1362,Teizokurei Daydream,OVA,4.0,Finished Airing,6.09,9785.0,6169,20,"Saiki Misaki has been able to see ghosts since she was a kid. Now, working at an S&amp;M club, her spare time goes to sending the spirits off to the other world by having to make them realize they're dead and have to leave. This would supposedly be a little bit easier if you didnt have a background of hardship and loneliness... and a perverted employer.

(Source: ANN)","Comedy, Drama, Horror, Supernatural, Ecchi",https://cdn.myanimelist.net/images/anime/8/3784l.jpg
1363,Kaleido Star: Good da yo! Goood!!,OVA,1.0,Finished Airing,6.67,6264.0,7914,8,"In 3 short scenes with chibi-versions of Sora, Layla, May and others you'll find out how to cook, how to play with diabolo and learn some words from seal language.

(Source: ANN)",Comedy,https://cdn.myanimelist.net/images/anime/8/23765l.jpg
1364,Mahou Shoujo Pretty Sammy (1996),TV,26.0,Finished Airing,6.72,5971.0,7250,20,"The carefree Tsunami is next in line to rule over the Magical Kingdom of Juraihelm. But before she is officially crowned as queen, she must restore balance to the universe that has come to favor darkness. To accomplish her goal, Tsunami gives the ordinary Sasami Kawai a magical baton that can transform her into a magical girl. She also appoints the rabbit-like creature Ryou-Ouki to aid Sasami in the battle against evil.

However, Sasami refuses to become a magical girl—not because she is scared, but because she finds it too embarrassing! Meanwhile, the arrogant Ramia is plotting to overthrow Tsunami by enlisting her own magical girl—the eccentric Pixy Misa—to cause chaos and ensure that balance is never restored. As Pixy Misa terrorizes the planet with her Love-Love monsters, Sasami must learn to swallow her pride and accept her role as the universe's champion of justice, Pretty Sammy.

[Written by MAL Rewrite]",Comedy,https://cdn.myanimelist.net/images/anime/11/19979l.jpg
1365,Mahou Shoujo Pretty Sammy Specials,Special,7.0,Finished Airing,6.25,8836.0,12271,1,Special episodes.,"Adventure, Comedy",https://cdn.myanimelist.net/images/anime/4/14618l.jpg
1366,Macross Flash Back 2012,OVA,1.0,Finished Airing,6.84,5317.0,6875,8,"Flash Back 2012 is Minmei's farewell concert. Featuring some of her best songs, the music is performed over various scenes and events taken from Macross TV as well as Macross ""Do You Remember Love"". Also included is a newly animated closing sequence showing the launch of Misa's colony vessel, the Megaroad-01, into space.

(Source: ANN)","Drama, Sci-Fi",https://cdn.myanimelist.net/images/anime/5/11073l.jpg
1367,Meitantei Conan Movie 09: Suihei Senjou no Strategy,Movie,1.0,Finished Airing,7.78,1142.0,3336,20,"Fifteen years ago in a barren stretch of the Pacific, a cruise ship collided with an iceberg and was lost at sea. More than a decade later, Hideto Yashiro—a ship engineer—died in a fatal car accident. The unlikely connection between these events only comes to light on the luxury liner St. Aphrodite during her maiden voyage.

Aboard it on a much needed vacation, Kogorou Mouri, his daughter Ran, Conan Edogawa, and the Detective Boys enjoy a trip provided by Sonoko Suzuki's family. But their fun is soon cut short when a game of hide-and-seek leads to Sonoko's disappearance. Some time later, the CEO of the Yashiro group, who built the St. Aphrodite, is found stabbed to death and her father missing. While the police's investigation turns to a dead end, Conan closes in on the culprit. Unwilling to be apprehended, the culprit threatens to blow up the St. Aphrodite and sink all her passengers.

As the ship's hull rapidly fills with water, the truth behind the vengeful murders is finally revealed. With no place to escape, Conan and Kogorou must wrestle with the elusive culprit before everyone on board is dragged to the ocean floor.

[Written by MAL Rewrite]","Adventure, Comedy, Mystery",https://cdn.myanimelist.net/images/anime/8/20983l.jpg
1368,Meitantei Conan Movie 10: Tantei-tachi no Requiem,Movie,1.0,Finished Airing,8.03,662.0,3111,57,"After receiving a strange invitation, Kogorou Mouri pays a visit to the Miracle Land theme park along with his daughter Ran, Conan Edogawa, and the Detective Boys. Once there, Kogorou and Conan are tasked with finishing an unsolved case by a mysterious stranger. Realizing that the invitations were actually an elaborate trap, the two have just 12 hours to solve the case or face grave danger.

With the help of familiar faces like Heiji Hattori, Kaitou Kid, and even Saguru Hakuba, the group of detectives must unravel the web of clues surrounding the case in order to find the culprit and bring them to justice before it's too late.

[Written by MAL Rewrite]","Adventure, Comedy, Mystery",https://cdn.myanimelist.net/images/anime/1919/94322l.jpg
1369,Sci-Fi Harry,TV,20.0,Finished Airing,6.15,9453.0,6900,21,"Harry is definitely not your average American teenager. Instead, he is the epitome of an ""alienated youth""—friendless at school, extremely weird, and nervous to the point of paranoia. But a chance occurrence causes Harry to start to demonstrate what appear to be psychic powers—yet he neither believes in them nor consciously controls them.

However, there are other ominous forces at work who do believe in Harry and attempt to make use of him in ways that are threatening and frightful.

(Source: AniDB, edited)","Drama, Horror, Sci-Fi, Suspense",https://cdn.myanimelist.net/images/anime/9/57605l.jpg
1370,Mamotte! Lollipop,TV,13.0,Finished Airing,6.61,6646.0,4699,122,"Nina Yamada's greatest dream is to find someone that will protect her in the same way the princesses are in her storybooks. She soon desperately needs that protection: when she swallows a strange pink ball of what she believes to be hard candy, a huge number of people fall from the sky. The ball she swallowed is the Crystal Pearl, a symbolic trinket that magic users from another world fight over. The winner of the Crystal Pearl passes a magic exam that can grant them the prestigious title of professional wizards.

Zero and Ichii, two young men taking the exam together, quickly determine that the pearl is inside Nina and promise to protect her until the exam is over. With countless other examinees after the object, their task is daunting—but not as brutal as the embarrassment Nina faces when she arrives at school with two handsome boys at her heels.

[Written by MAL Rewrite]","Adventure, Comedy, Romance",https://cdn.myanimelist.net/images/anime/1/1509l.jpg
1371,Imouto de Ikou!,OVA,2.0,Finished Airing,6.22,,9288,6,"When her family is overthrown in a coup d'état, Princess Mayuka is sent to Earth to recharge the Ultimate Weapon. After studying the mating behaviors of Earthlings, she decides to enlist the help of one of her research subjects, college student Yoshizumi, but crash-lands on his roof. Taken hostage and shot with her own gun by Yoshizumi, she is brainwashed into thinking she is his younger sister. Fortunately, Yoshizumi grows fond of Mayuka and decides to help her with her mission: to awaken the powers of Akiho--the red-haired, green-eyed, appetite-driven Ultimate Weapon--using ""primitive stimulation"".

(Source: ANN)",Hentai,https://cdn.myanimelist.net/images/anime/5/85964l.jpg
1372,Gakuen: Chijoku no Zushiki,OVA,2.0,Finished Airing,5.44,,10011,3,"Masaki's in trouble. His rich father is about to disown him! But he's still got one last chance: if he can collect on some old unpaid debts, then all will be forgiven. Masaki may be a slacker, but he's quick to realize that the fastest way to collect is to go after the debtors' hot, busty daughters! 
And so, Masaki's ""game"" begins. The rules? If the girls can't pay back the debt, they have pay up with all sorts of sexual favors. They'll have to cater to his every carnal demand, fulfill his every fetish... Masaki may not be collecting much money, but he doesn't care – he's surrounded by girls moaning in pleasure and begging for more!

(Source: AniDB)",Hentai,https://cdn.myanimelist.net/images/anime/13/4144l.jpg
1373,Court no Naka no Tenshi-tachi,OVA,2.0,Finished Airing,5.76,,10402,3,"Leave it up to handsome coach Akira to make sure that the Aota Academy's girls volleyball team members learn excellent technique and ball control. In the first episode, volleyball ace Nanase joins the team, but she can only get fired up to play when the coach gets her ""hot."" When Akira gets beaten up and sent to the hospital, how will the team be able to compete in the championship if Nanase can't get in the mood to play? Find out in this fun and funny sexy adventure! 

(Source: AniDB)","Sports, Hentai",https://cdn.myanimelist.net/images/anime/1596/113226l.jpg
1374,Kaette Kita Court no Naka no Tenshi-tachi,OVA,2.0,Finished Airing,5.64,,11232,3,Akira Motoura and his team or rather his harem travels to a hot spring resort to train for the upcoming volleyball game. This time they got two new rookies to strengthen their effort. Little they know that they being lured in a trap set by the two beutiful newcomers.,Hentai,https://cdn.myanimelist.net/images/anime/1499/113230l.jpg
1375,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,OVA,6.0,Finished Airing,6.91,4954.0,7646,4,"The third season doesn`t have a particular story behind everything (like ""Valkyrie Ghost"" in the second season). It just tells 6 stories about the life of Kazuto &amp; Co. with some additions: Raine and Chorus get a house on earth, the last three Valhalla princesses each get an episode, and in the last episode Kazuto and Valkyrie, who in the same episode managed to stay adult, &gt;try&lt; to marry again. 

(Source: ANN)","Comedy, Romance, Sci-Fi",https://cdn.myanimelist.net/images/anime/1179/133831l.jpg
1376,Sentou Yousei Shoujo Tasukete! Mave-chan,OVA,1.0,Finished Airing,5.27,13282.0,9802,2,"Rei goes to an anime convention and ends up in a world created by the desires of anime fans. Rei doesn't know how to get back and the world starts to collapse because the convention is coming to a close. 

(Source: AniDB)","Comedy, Sci-Fi",https://cdn.myanimelist.net/images/anime/2/20066l.jpg
1377,Kirarin☆Revolution,TV,153.0,Finished Airing,7.09,4089.0,4202,281,"Kirari Tsukishima, a gluttonous 14-year-old beauty, is a girl who does not care about idols and the entertainment world because her mind is occupied by food. Her obsession with food only causes her to be clueless about love.

One day, after saving a turtle that is stranded in a tree, Kirari meets with a handsome and gentle boy named Seiji, who gives her ticket to a SHIPS (a popular idol group) concert to show his gratitude for her saving his pet. Kirari then storms off to the concert and runs into another boy, who tears up her ticket and warns her to stay away from Seiji because she and Seiji live in different worlds. The outraged Kirari then sneaks into the concert, only to discover that Seiji and the boy who tore her ticket, named Hiroto, are actually members of SHIPS.

Finally understanding the meaning of ""different worlds"" (Seiji is a popular idol while she is an average middle school student), Kirari refuses to give up. Filled with determination to be with Seiji, she declares that she will also become an idol.

(Source: Wikipedia)","Comedy, Drama, Romance",https://cdn.myanimelist.net/images/anime/1089/116598l.jpg
1378,Silent Möbius,TV,26.0,Finished Airing,6.76,5735.0,5581,55,"The year is 2023 and Alien Beings known as ""Lucifer Hawks"" have begun invading earth from another dimension. All that stands between them and the enslavement of the human race is the Attacked Mystification Police Department - a special division of the Tokyo Police staffed by women with amazing paranormal abilities.

(Source: ANN)","Action, Comedy, Drama, Fantasy, Horror, Romance, Sci-Fi",https://cdn.myanimelist.net/images/anime/1768/100631l.jpg
